,CONTRACTOR,STATUS,SUM
745,"Acme, Inc",WAITING,930
746,"Acme, Inc",CANCELED,939
747,"Umbrella, Inc",OK,505
748,"Acme, Inc",WAITING,568
749,"Acme, Inc",OK,265
750,"Acme, Inc",CANCELED,533
751,"Umbrella, Inc",OK,807
752,"Umbrella, Inc",WAITING,247
753,"Umbrella, Inc",WAITING,514
754,"Acme, Inc",CANCELED,914
755,"Acme, Inc",OK,483
756,"Umbrella, Inc",WAITING,627
757,"Umbrella, Inc",WAITING,819
758,"Umbrella, Inc",CANCELED,806
759,"Umbrella, Inc",CANCELED,849
760,"Acme, Inc",OK,804
761,"Acme, Inc",CANCELED,541
762,"Acme, Inc",OK,843
763,"Umbrella, Inc",OK,776
764,"Umbrella, Inc",WAITING,532
765,"Acme, Inc",OK,925
766,"Umbrella, Inc",WAITING,354
767,"Umbrella, Inc",OK,708
768,"Acme, Inc",CANCELED,231
769,"Umbrella, Inc",CANCELED,778
770,"Acme, Inc",WAITING,550
771,"Acme, Inc",CANCELED,265
772,"Acme, Inc",CANCELED,224
773,"Umbrella, Inc",OK,364
774,"Acme, Inc",CANCELED,455
775,"Acme, Inc",OK,306
776,"Acme, Inc",WAITING,842
777,"Acme, Inc",WAITING,813
778,"Umbrella, Inc",CANCELED,775
779,"Umbrella, Inc",CANCELED,190
780,"Acme, Inc",WAITING,321
781,"Acme, Inc",OK,574
782,"Umbrella, Inc",CANCELED,798
783,"Umbrella, Inc",OK,244
784,"Acme, Inc",CANCELED,696
785,"Acme, Inc",OK,927
786,"Acme, Inc",WAITING,444
787,"Umbrella, Inc",OK,951
788,"Umbrella, Inc",OK,819
789,"Umbrella, Inc",CANCELED,713
790,"Acme, Inc",WAITING,251
791,"Umbrella, Inc",WAITING,344
792,"Acme, Inc",OK,303
793,"Umbrella, Inc",WAITING,553
794,"Acme, Inc",WAITING,770
795,"Acme, Inc",WAITING,221
796,"Acme, Inc",OK,502
797,"Umbrella, Inc",OK,508
798,"Acme, Inc",OK,182
799,"Acme, Inc",WAITING,751
800,"Acme, Inc",WAITING,982
801,"Acme, Inc",OK,186
802,"Acme, Inc",OK,293
803,"Acme, Inc",OK,352
804,"Acme, Inc",OK,980
805,"Umbrella, Inc",OK,320
806,"Acme, Inc",WAITING,902
807,"Acme, Inc",CANCELED,191
808,"Acme, Inc",CANCELED,242
809,"Acme, Inc",OK,728
810,"Acme, Inc",WAITING,106
811,"Umbrella, Inc",WAITING,220
812,"Acme, Inc",OK,173
813,"Acme, Inc",OK,934
814,"Umbrella, Inc",CANCELED,344
815,"Acme, Inc",OK,435
816,"Umbrella, Inc",WAITING,320
817,"Acme, Inc",CANCELED,832
818,"Umbrella, Inc",WAITING,186
819,"Umbrella, Inc",OK,511
820,"Umbrella, Inc",WAITING,655
821,"Acme, Inc",WAITING,183
822,"Acme, Inc",OK,838
823,"Acme, Inc",CANCELED,834
824,"Acme, Inc",CANCELED,400
825,"Acme, Inc",CANCELED,260
826,"Umbrella, Inc",CANCELED,868
827,"Acme, Inc",CANCELED,591
828,"Umbrella, Inc",WAITING,639
829,"Acme, Inc",WAITING,813
830,"Umbrella, Inc",WAITING,983
831,"Umbrella, Inc",WAITING,542
832,"Umbrella, Inc",WAITING,816
833,"Acme, Inc",OK,131
834,"Umbrella, Inc",CANCELED,599
835,"Umbrella, Inc",WAITING,305
836,"Umbrella, Inc",WAITING,738
837,"Acme, Inc",CANCELED,922
838,"Acme, Inc",OK,210
839,"Umbrella, Inc",CANCELED,301
840,"Umbrella, Inc",CANCELED,933
841,"Acme, Inc",CANCELED,479
842,"Umbrella, Inc",WAITING,612
843,"Umbrella, Inc",OK,253
844,"Acme, Inc",OK,964
845,"Umbrella, Inc",OK,621
846,"Acme, Inc",WAITING,688
847,"Acme, Inc",CANCELED,102
848,"Umbrella, Inc",OK,152
849,"Umbrella, Inc",OK,598
850,"Acme, Inc",CANCELED,738
851,"Umbrella, Inc",OK,499
852,"Acme, Inc",WAITING,604
853,"Umbrella, Inc",CANCELED,922
854,"Acme, Inc",OK,278
855,"Umbrella, Inc",OK,846
856,"Acme, Inc",CANCELED,315
857,"Acme, Inc",WAITING,219
858,"Acme, Inc",OK,762
859,"Umbrella, Inc",WAITING,184
860,"Acme, Inc",CANCELED,121
861,"Umbrella, Inc",CANCELED,848
862,"Acme, Inc",OK,542
863,"Umbrella, Inc",OK,309
864,"Acme, Inc",CANCELED,635
865,"Acme, Inc",CANCELED,212
866,"Acme, Inc",CANCELED,371
867,"Umbrella, Inc",OK,530
868,"Acme, Inc",CANCELED,744
869,"Acme, Inc",CANCELED,794
870,"Acme, Inc",OK,746
871,"Acme, Inc",OK,420
872,"Umbrella, Inc",WAITING,947
873,"Umbrella, Inc",WAITING,845
874,"Umbrella, Inc",OK,268
875,"Umbrella, Inc",WAITING,495
876,"Umbrella, Inc",WAITING,976
877,"Acme, Inc",CANCELED,209
878,"Umbrella, Inc",CANCELED,991
879,"Umbrella, Inc",WAITING,145
880,"Umbrella, Inc",OK,165
881,"Acme, Inc",OK,559
882,"Umbrella, Inc",CANCELED,327
883,"Umbrella, Inc",CANCELED,169
884,"Umbrella, Inc",WAITING,937
885,"Acme, Inc",CANCELED,319
886,"Umbrella, Inc",WAITING,413
887,"Umbrella, Inc",OK,292
888,"Acme, Inc",OK,723
889,"Acme, Inc",CANCELED,896
890,"Acme, Inc",CANCELED,905
891,"Acme, Inc",WAITING,186
892,"Acme, Inc",WAITING,201
893,"Acme, Inc",CANCELED,163
894,"Acme, Inc",CANCELED,177
895,"Umbrella, Inc",WAITING,297
896,"Umbrella, Inc",CANCELED,277
897,"Acme, Inc",OK,366
898,"Acme, Inc",CANCELED,323
899,"Umbrella, Inc",WAITING,820
900,"Acme, Inc",OK,694
901,"Umbrella, Inc",OK,779
902,"Umbrella, Inc",CANCELED,401
903,"Umbrella, Inc",OK,709
904,"Umbrella, Inc",WAITING,256
905,"Umbrella, Inc",OK,288
906,"Umbrella, Inc",OK,957
907,"Umbrella, Inc",OK,524
908,"Acme, Inc",OK,128
909,"Umbrella, Inc",WAITING,604
910,"Umbrella, Inc",OK,713
911,"Acme, Inc",OK,794
912,"Acme, Inc",OK,718
913,"Umbrella, Inc",CANCELED,940
914,"Umbrella, Inc",OK,564
915,"Umbrella, Inc",WAITING,167
916,"Umbrella, Inc",OK,586
917,"Acme, Inc",OK,104
918,"Umbrella, Inc",WAITING,289
919,"Acme, Inc",WAITING,217
920,"Umbrella, Inc",CANCELED,360
921,"Umbrella, Inc",WAITING,209
922,"Acme, Inc",WAITING,786
923,"Acme, Inc",WAITING,189
924,"Acme, Inc",WAITING,242
925,"Umbrella, Inc",OK,800
926,"Umbrella, Inc",OK,186
927,"Umbrella, Inc",CANCELED,244
928,"Acme, Inc",CANCELED,544
929,"Umbrella, Inc",CANCELED,807
930,"Acme, Inc",CANCELED,934
931,"Acme, Inc",WAITING,677
932,"Umbrella, Inc",WAITING,537
933,"Umbrella, Inc",CANCELED,861
934,"Acme, Inc",WAITING,737
935,"Acme, Inc",CANCELED,287
936,"Acme, Inc",CANCELED,125
937,"Acme, Inc",WAITING,349
938,"Umbrella, Inc",CANCELED,768
939,"Acme, Inc",CANCELED,593
940,"Umbrella, Inc",CANCELED,314
941,"Acme, Inc",CANCELED,218
942,"Acme, Inc",CANCELED,733
943,"Umbrella, Inc",OK,337
944,"Acme, Inc",OK,561
945,"Umbrella, Inc",WAITING,296
946,"Acme, Inc",OK,704
947,"Umbrella, Inc",CANCELED,243
948,"Umbrella, Inc",OK,113
949,"Umbrella, Inc",WAITING,435
950,"Umbrella, Inc",WAITING,516
951,"Acme, Inc",WAITING,546
952,"Umbrella, Inc",WAITING,249
953,"Acme, Inc",CANCELED,348
954,"Umbrella, Inc",CANCELED,732
955,"Acme, Inc",WAITING,171
956,"Acme, Inc",WAITING,558
957,"Acme, Inc",WAITING,971
958,"Umbrella, Inc",CANCELED,117
959,"Umbrella, Inc",WAITING,556
960,"Acme, Inc",CANCELED,720
961,"Acme, Inc",CANCELED,410
962,"Acme, Inc",OK,498
963,"Acme, Inc",CANCELED,967
964,"Acme, Inc",WAITING,357
965,"Acme, Inc",OK,973
966,"Umbrella, Inc",WAITING,212
967,"Acme, Inc",CANCELED,952
968,"Acme, Inc",CANCELED,251
969,"Umbrella, Inc",CANCELED,533
970,"Umbrella, Inc",CANCELED,887
971,"Acme, Inc",CANCELED,113
972,"Umbrella, Inc",CANCELED,879
973,"Umbrella, Inc",WAITING,543
974,"Umbrella, Inc",OK,746
975,"Acme, Inc",CANCELED,159
976,"Umbrella, Inc",WAITING,885
977,"Umbrella, Inc",OK,516
978,"Acme, Inc",WAITING,490
979,"Acme, Inc",WAITING,536
980,"Umbrella, Inc",OK,827
981,"Umbrella, Inc",WAITING,603
982,"Umbrella, Inc",OK,154
983,"Umbrella, Inc",OK,530
984,"Acme, Inc",CANCELED,162
985,"Acme, Inc",OK,577
986,"Umbrella, Inc",WAITING,899
987,"Umbrella, Inc",OK,994
988,"Umbrella, Inc",CANCELED,514
989,"Umbrella, Inc",WAITING,737
990,"Acme, Inc",OK,928
991,"Umbrella, Inc",CANCELED,819
992,"Umbrella, Inc",CANCELED,179
993,"Acme, Inc",CANCELED,980
994,"Umbrella, Inc",CANCELED,106
995,"Umbrella, Inc",WAITING,358
996,"Acme, Inc",WAITING,907
997,"Umbrella, Inc",OK,307
998,"Umbrella, Inc",CANCELED,898
999,"Acme, Inc",OK,369
1000,"Umbrella, Inc",CANCELED,456
1001,"Umbrella, Inc",WAITING,922
1002,"Acme, Inc",OK,889
1003,"Umbrella, Inc",CANCELED,474
1004,"Acme, Inc",WAITING,659
1005,"Umbrella, Inc",OK,678
1006,"Umbrella, Inc",CANCELED,696
1007,"Umbrella, Inc",CANCELED,403
1008,"Umbrella, Inc",WAITING,792
1009,"Umbrella, Inc",CANCELED,352
1010,"Acme, Inc",WAITING,300
1011,"Acme, Inc",WAITING,108
1012,"Acme, Inc",OK,559
1013,"Umbrella, Inc",CANCELED,122
1014,"Acme, Inc",WAITING,166
1015,"Umbrella, Inc",OK,744
1016,"Acme, Inc",CANCELED,504
1017,"Umbrella, Inc",OK,686
1018,"Acme, Inc",OK,749
1019,"Umbrella, Inc",OK,744
1020,"Acme, Inc",WAITING,691
1021,"Acme, Inc",CANCELED,462
1022,"Umbrella, Inc",OK,612
1023,"Umbrella, Inc",WAITING,180
1024,"Umbrella, Inc",WAITING,522
1025,"Acme, Inc",WAITING,730
1026,"Acme, Inc",OK,188
1027,"Acme, Inc",WAITING,687
1028,"Acme, Inc",OK,568
1029,"Acme, Inc",WAITING,483
1030,"Acme, Inc",CANCELED,883
1031,"Umbrella, Inc",CANCELED,394
1032,"Acme, Inc",OK,826
1033,"Umbrella, Inc",CANCELED,766
1034,"Umbrella, Inc",WAITING,796
1035,"Umbrella, Inc",CANCELED,282
1036,"Acme, Inc",CANCELED,748
1037,"Umbrella, Inc",CANCELED,681
1038,"Acme, Inc",OK,106
1039,"Acme, Inc",CANCELED,800
1040,"Umbrella, Inc",WAITING,560
1041,"Acme, Inc",OK,922
1042,"Umbrella, Inc",WAITING,916
1043,"Acme, Inc",OK,321
1044,"Acme, Inc",WAITING,657
1045,"Umbrella, Inc",OK,532
1046,"Umbrella, Inc",WAITING,147
1047,"Umbrella, Inc",CANCELED,957
1048,"Umbrella, Inc",CANCELED,729
1049,"Umbrella, Inc",OK,917
1050,"Acme, Inc",CANCELED,389
1051,"Acme, Inc",CANCELED,254
1052,"Umbrella, Inc",CANCELED,666
1053,"Umbrella, Inc",CANCELED,931
1054,"Acme, Inc",OK,679
1055,"Acme, Inc",WAITING,284
1056,"Umbrella, Inc",OK,971
1057,"Umbrella, Inc",WAITING,341
1058,"Acme, Inc",OK,819
1059,"Umbrella, Inc",CANCELED,686
1060,"Acme, Inc",CANCELED,635
1061,"Acme, Inc",WAITING,594
1062,"Acme, Inc",OK,151
1063,"Umbrella, Inc",WAITING,415
1064,"Umbrella, Inc",WAITING,919
1065,"Acme, Inc",WAITING,237
1066,"Umbrella, Inc",CANCELED,859
1067,"Umbrella, Inc",CANCELED,359
1068,"Acme, Inc",CANCELED,341
1069,"Acme, Inc",OK,370
1070,"Umbrella, Inc",CANCELED,639
1071,"Umbrella, Inc",WAITING,782
1072,"Umbrella, Inc",WAITING,564
1073,"Acme, Inc",OK,406
1074,"Umbrella, Inc",OK,956
1075,"Umbrella, Inc",OK,742
1076,"Acme, Inc",OK,767
1077,"Acme, Inc",WAITING,485
1078,"Acme, Inc",WAITING,240
1079,"Acme, Inc",CANCELED,530
1080,"Umbrella, Inc",WAITING,907
1081,"Acme, Inc",CANCELED,771
1082,"Acme, Inc",WAITING,549
1083,"Umbrella, Inc",CANCELED,870
1084,"Umbrella, Inc",WAITING,143
1085,"Umbrella, Inc",WAITING,680
1086,"Acme, Inc",WAITING,551
1087,"Umbrella, Inc",WAITING,313
1088,"Acme, Inc",OK,312
1089,"Acme, Inc",CANCELED,729
1090,"Acme, Inc",WAITING,308
1091,"Umbrella, Inc",WAITING,543
1092,"Umbrella, Inc",OK,276
1093,"Umbrella, Inc",CANCELED,202
1094,"Acme, Inc",CANCELED,440
1095,"Umbrella, Inc",CANCELED,974
1096,"Umbrella, Inc",OK,261
1097,"Acme, Inc",CANCELED,239
1098,"Acme, Inc",OK,317
1099,"Acme, Inc",OK,596
1100,"Umbrella, Inc",WAITING,564
1101,"Acme, Inc",WAITING,802
1102,"Acme, Inc",OK,766
1103,"Umbrella, Inc",CANCELED,526
1104,"Acme, Inc",OK,288
1105,"Acme, Inc",CANCELED,317
1106,"Umbrella, Inc",CANCELED,252
1107,"Umbrella, Inc",WAITING,574
1108,"Acme, Inc",OK,598
1109,"Umbrella, Inc",OK,885
1110,"Umbrella, Inc",OK,728
1111,"Umbrella, Inc",OK,998
1112,"Acme, Inc",OK,896
1113,"Acme, Inc",CANCELED,596
1114,"Umbrella, Inc",CANCELED,173
1115,"Umbrella, Inc",OK,889
1116,"Acme, Inc",OK,926
1117,"Umbrella, Inc",OK,454
1118,"Acme, Inc",CANCELED,407
1119,"Umbrella, Inc",WAITING,870
1120,"Umbrella, Inc",OK,207
1121,"Acme, Inc",CANCELED,728
1122,"Umbrella, Inc",CANCELED,121
1123,"Acme, Inc",OK,757
1124,"Acme, Inc",OK,443
1125,"Umbrella, Inc",CANCELED,677
1126,"Umbrella, Inc",WAITING,531
1127,"Umbrella, Inc",CANCELED,429
1128,"Umbrella, Inc",CANCELED,751
1129,"Acme, Inc",WAITING,761
1130,"Acme, Inc",WAITING,897
1131,"Acme, Inc",OK,597
1132,"Umbrella, Inc",OK,179
1133,"Acme, Inc",OK,525
1134,"Acme, Inc",WAITING,263
1135,"Acme, Inc",WAITING,378
1136,"Acme, Inc",WAITING,423
1137,"Acme, Inc",CANCELED,863
1138,"Umbrella, Inc",OK,534
1139,"Acme, Inc",CANCELED,284
1140,"Acme, Inc",OK,765
1141,"Umbrella, Inc",CANCELED,127
1142,"Umbrella, Inc",OK,179
1143,"Umbrella, Inc",CANCELED,700
1144,"Umbrella, Inc",CANCELED,788
1145,"Umbrella, Inc",WAITING,492
1146,"Umbrella, Inc",WAITING,490
1147,"Umbrella, Inc",WAITING,866
1148,"Acme, Inc",CANCELED,389
1149,"Umbrella, Inc",OK,751
1150,"Acme, Inc",OK,174
1151,"Acme, Inc",CANCELED,642
1152,"Umbrella, Inc",CANCELED,676
1153,"Acme, Inc",CANCELED,745
1154,"Umbrella, Inc",WAITING,329
1155,"Umbrella, Inc",CANCELED,110
1156,"Umbrella, Inc",WAITING,280
1157,"Umbrella, Inc",WAITING,519
1158,"Umbrella, Inc",CANCELED,948
1159,"Acme, Inc",CANCELED,623
1160,"Umbrella, Inc",OK,570
1161,"Acme, Inc",OK,102
1162,"Umbrella, Inc",OK,897
1163,"Umbrella, Inc",CANCELED,378
1164,"Umbrella, Inc",OK,591
1165,"Umbrella, Inc",WAITING,761
1166,"Acme, Inc",WAITING,170
1167,"Umbrella, Inc",CANCELED,959
1168,"Acme, Inc",WAITING,651
1169,"Acme, Inc",WAITING,627
1170,"Umbrella, Inc",CANCELED,540
1171,"Umbrella, Inc",WAITING,461
1172,"Acme, Inc",OK,481
1173,"Umbrella, Inc",CANCELED,928
1174,"Umbrella, Inc",WAITING,674
1175,"Acme, Inc",OK,359
1176,"Umbrella, Inc",WAITING,681
1177,"Umbrella, Inc",CANCELED,182
1178,"Acme, Inc",CANCELED,590
1179,"Umbrella, Inc",OK,536
1180,"Acme, Inc",WAITING,184
1181,"Umbrella, Inc",OK,967
1182,"Acme, Inc",CANCELED,470
1183,"Acme, Inc",OK,947
1184,"Acme, Inc",CANCELED,359
1185,"Acme, Inc",WAITING,377
1186,"Umbrella, Inc",OK,760
1187,"Acme, Inc",CANCELED,620
1188,"Acme, Inc",CANCELED,132
1189,"Umbrella, Inc",CANCELED,609
1190,"Umbrella, Inc",CANCELED,376
1191,"Umbrella, Inc",CANCELED,220
1192,"Acme, Inc",CANCELED,525
1193,"Umbrella, Inc",CANCELED,522
1194,"Umbrella, Inc",CANCELED,933
1195,"Umbrella, Inc",WAITING,284
1196,"Umbrella, Inc",WAITING,770
1197,"Umbrella, Inc",OK,260
1198,"Acme, Inc",WAITING,682
1199,"Umbrella, Inc",CANCELED,215
1200,"Acme, Inc",WAITING,245
1201,"Umbrella, Inc",OK,551
1202,"Acme, Inc",OK,829
1203,"Umbrella, Inc",CANCELED,877
1204,"Acme, Inc",WAITING,876
1205,"Acme, Inc",WAITING,837
1206,"Acme, Inc",CANCELED,343
1207,"Acme, Inc",WAITING,207
1208,"Umbrella, Inc",OK,588
1209,"Acme, Inc",WAITING,114
1210,"Umbrella, Inc",OK,959
1211,"Acme, Inc",WAITING,916
1212,"Acme, Inc",WAITING,817
1213,"Acme, Inc",WAITING,868
1214,"Acme, Inc",OK,222
1215,"Acme, Inc",OK,780
1216,"Acme, Inc",WAITING,514
1217,"Umbrella, Inc",CANCELED,416
1218,"Acme, Inc",CANCELED,344
1219,"Acme, Inc",OK,141
1220,"Acme, Inc",CANCELED,756
1221,"Umbrella, Inc",WAITING,317
1222,"Acme, Inc",OK,302
1223,"Acme, Inc",WAITING,702
1224,"Acme, Inc",WAITING,780
1225,"Acme, Inc",CANCELED,836
1226,"Acme, Inc",CANCELED,425
1227,"Acme, Inc",CANCELED,780
1228,"Umbrella, Inc",CANCELED,327
1229,"Acme, Inc",WAITING,213
1230,"Acme, Inc",CANCELED,832
1231,"Umbrella, Inc",OK,912
1232,"Acme, Inc",WAITING,439
1233,"Acme, Inc",CANCELED,794
1234,"Acme, Inc",CANCELED,624
1235,"Umbrella, Inc",OK,197
1236,"Acme, Inc",CANCELED,475
1237,"Acme, Inc",WAITING,430
1238,"Umbrella, Inc",CANCELED,424
1239,"Umbrella, Inc",CANCELED,900
1240,"Umbrella, Inc",WAITING,498
1241,"Acme, Inc",CANCELED,956
1242,"Umbrella, Inc",OK,962
1243,"Umbrella, Inc",WAITING,807
1244,"Acme, Inc",OK,261
1245,"Umbrella, Inc",WAITING,917
1246,"Acme, Inc",CANCELED,103
1247,"Umbrella, Inc",OK,347
1248,"Acme, Inc",OK,368
1249,"Umbrella, Inc",WAITING,178
1250,"Umbrella, Inc",CANCELED,883
1251,"Acme, Inc",OK,215
1252,"Acme, Inc",OK,756
1253,"Umbrella, Inc",OK,202
1254,"Acme, Inc",OK,389
1255,"Umbrella, Inc",WAITING,884
1256,"Umbrella, Inc",WAITING,542
1257,"Acme, Inc",OK,962
1258,"Acme, Inc",CANCELED,469
1259,"Acme, Inc",CANCELED,803
1260,"Umbrella, Inc",OK,412
1261,"Acme, Inc",CANCELED,430
1262,"Umbrella, Inc",OK,838
1263,"Acme, Inc",OK,281
1264,"Acme, Inc",CANCELED,493
1265,"Acme, Inc",CANCELED,613
1266,"Acme, Inc",CANCELED,501
1267,"Umbrella, Inc",WAITING,922
1268,"Umbrella, Inc",WAITING,904
1269,"Umbrella, Inc",OK,503
1270,"Acme, Inc",OK,496
1271,"Acme, Inc",WAITING,370
1272,"Acme, Inc",CANCELED,922
1273,"Acme, Inc",CANCELED,401
1274,"Acme, Inc",CANCELED,497
1275,"Acme, Inc",OK,425
1276,"Umbrella, Inc",OK,401
1277,"Umbrella, Inc",CANCELED,758
1278,"Umbrella, Inc",WAITING,528
1279,"Umbrella, Inc",OK,645
1280,"Umbrella, Inc",CANCELED,709
1281,"Umbrella, Inc",CANCELED,230
1282,"Umbrella, Inc",OK,322
1283,"Umbrella, Inc",CANCELED,247
1284,"Umbrella, Inc",CANCELED,562
1285,"Umbrella, Inc",CANCELED,622
1286,"Acme, Inc",CANCELED,555
1287,"Acme, Inc",WAITING,161
1288,"Acme, Inc",WAITING,533
1289,"Acme, Inc",OK,682
1290,"Acme, Inc",CANCELED,205
1291,"Acme, Inc",WAITING,494
1292,"Acme, Inc",OK,454
1293,"Umbrella, Inc",CANCELED,326
1294,"Umbrella, Inc",OK,798
1295,"Umbrella, Inc",WAITING,924
1296,"Acme, Inc",WAITING,862
1297,"Acme, Inc",CANCELED,887
1298,"Acme, Inc",WAITING,419
1299,"Acme, Inc",CANCELED,736
1300,"Umbrella, Inc",OK,762
1301,"Acme, Inc",OK,194
1302,"Umbrella, Inc",OK,912
1303,"Umbrella, Inc",CANCELED,679
1304,"Acme, Inc",CANCELED,528
1305,"Umbrella, Inc",CANCELED,724
1306,"Acme, Inc",OK,451
1307,"Acme, Inc",WAITING,868
1308,"Acme, Inc",OK,937
1309,"Umbrella, Inc",OK,116
1310,"Umbrella, Inc",OK,661
1311,"Acme, Inc",CANCELED,583
1312,"Umbrella, Inc",CANCELED,973
1313,"Acme, Inc",WAITING,336
1314,"Acme, Inc",CANCELED,427
1315,"Umbrella, Inc",WAITING,778
1316,"Umbrella, Inc",WAITING,843
1317,"Umbrella, Inc",WAITING,463
1318,"Acme, Inc",OK,217
1319,"Umbrella, Inc",CANCELED,936
1320,"Acme, Inc",CANCELED,942
1321,"Umbrella, Inc",CANCELED,365
1322,"Umbrella, Inc",CANCELED,283
1323,"Acme, Inc",CANCELED,860
1324,"Umbrella, Inc",CANCELED,499
1325,"Acme, Inc",OK,904
1326,"Acme, Inc",WAITING,207
1327,"Acme, Inc",WAITING,470
1328,"Acme, Inc",OK,184
1329,"Umbrella, Inc",OK,621
1330,"Umbrella, Inc",WAITING,399
1331,"Umbrella, Inc",CANCELED,753
1332,"Umbrella, Inc",OK,484
1333,"Umbrella, Inc",OK,445
1334,"Acme, Inc",OK,225
1335,"Acme, Inc",WAITING,532
1336,"Umbrella, Inc",OK,435
1337,"Acme, Inc",CANCELED,874
1338,"Umbrella, Inc",OK,165
1339,"Umbrella, Inc",WAITING,921
1340,"Umbrella, Inc",CANCELED,850
1341,"Umbrella, Inc",CANCELED,766
1342,"Acme, Inc",OK,758
1343,"Umbrella, Inc",CANCELED,243
1344,"Umbrella, Inc",OK,210
1345,"Acme, Inc",CANCELED,908
1346,"Umbrella, Inc",OK,790
1347,"Umbrella, Inc",OK,202
1348,"Acme, Inc",OK,999
1349,"Umbrella, Inc",CANCELED,510
1350,"Umbrella, Inc",WAITING,656
1351,"Umbrella, Inc",CANCELED,352
1352,"Umbrella, Inc",OK,489
1353,"Acme, Inc",OK,693
1354,"Acme, Inc",OK,812
1355,"Acme, Inc",WAITING,962
1356,"Umbrella, Inc",WAITING,776
1357,"Acme, Inc",OK,898
1358,"Umbrella, Inc",OK,552
1359,"Acme, Inc",OK,676
1360,"Umbrella, Inc",WAITING,804
1361,"Acme, Inc",WAITING,338
1362,"Umbrella, Inc",OK,881
1363,"Umbrella, Inc",CANCELED,985
1364,"Umbrella, Inc",OK,505
1365,"Umbrella, Inc",WAITING,287
1366,"Acme, Inc",WAITING,398
1367,"Umbrella, Inc",WAITING,268
1368,"Acme, Inc",OK,380
1369,"Umbrella, Inc",CANCELED,297
1370,"Umbrella, Inc",OK,326
1371,"Acme, Inc",WAITING,724
1372,"Umbrella, Inc",OK,723
1373,"Acme, Inc",OK,587
1374,"Acme, Inc",CANCELED,189
1375,"Umbrella, Inc",CANCELED,713
1376,"Umbrella, Inc",CANCELED,460
1377,"Umbrella, Inc",CANCELED,921
1378,"Acme, Inc",OK,697
1379,"Umbrella, Inc",WAITING,149
1380,"Umbrella, Inc",OK,279
1381,"Acme, Inc",WAITING,997
1382,"Umbrella, Inc",OK,290
1383,"Umbrella, Inc",OK,891
1384,"Acme, Inc",WAITING,239
1385,"Acme, Inc",CANCELED,830
1386,"Umbrella, Inc",CANCELED,322
1387,"Acme, Inc",OK,191
1388,"Acme, Inc",WAITING,774
1389,"Umbrella, Inc",CANCELED,674
1390,"Umbrella, Inc",OK,319
1391,"Acme, Inc",OK,836
1392,"Acme, Inc",OK,972
1393,"Acme, Inc",OK,152
1394,"Umbrella, Inc",OK,805
1395,"Umbrella, Inc",OK,908
1396,"Umbrella, Inc",CANCELED,825
1397,"Umbrella, Inc",OK,938
1398,"Umbrella, Inc",CANCELED,743
1399,"Acme, Inc",OK,369
1400,"Umbrella, Inc",OK,740
1401,"Umbrella, Inc",WAITING,671
1402,"Umbrella, Inc",CANCELED,772
1403,"Umbrella, Inc",CANCELED,498
1404,"Umbrella, Inc",OK,213
1405,"Umbrella, Inc",WAITING,237
1406,"Acme, Inc",CANCELED,743
1407,"Umbrella, Inc",OK,592
1408,"Umbrella, Inc",WAITING,428
1409,"Umbrella, Inc",WAITING,647
1410,"Umbrella, Inc",CANCELED,363
1411,"Umbrella, Inc",WAITING,889
1412,"Umbrella, Inc",CANCELED,999
1413,"Acme, Inc",CANCELED,261
1414,"Umbrella, Inc",OK,646
1415,"Umbrella, Inc",OK,790
1416,"Umbrella, Inc",OK,800
1417,"Umbrella, Inc",WAITING,265
1418,"Acme, Inc",OK,989
1419,"Acme, Inc",WAITING,120
1420,"Acme, Inc",WAITING,756
1421,"Umbrella, Inc",OK,100
1422,"Acme, Inc",WAITING,323
1423,"Umbrella, Inc",CANCELED,349
1424,"Umbrella, Inc",OK,971
1425,"Acme, Inc",CANCELED,556
1426,"Umbrella, Inc",OK,390
1427,"Acme, Inc",WAITING,141
1428,"Acme, Inc",OK,573
1429,"Umbrella, Inc",OK,211
1430,"Umbrella, Inc",WAITING,978
1431,"Acme, Inc",OK,575
1432,"Umbrella, Inc",CANCELED,395
1433,"Umbrella, Inc",OK,134
1434,"Acme, Inc",CANCELED,903
1435,"Acme, Inc",CANCELED,501
1436,"Acme, Inc",WAITING,102
1437,"Umbrella, Inc",OK,952
1438,"Acme, Inc",WAITING,688
1439,"Acme, Inc",OK,828
1440,"Acme, Inc",OK,190
1441,"Umbrella, Inc",WAITING,776
1442,"Acme, Inc",CANCELED,268
1443,"Acme, Inc",WAITING,606
1444,"Umbrella, Inc",WAITING,577
1445,"Acme, Inc",WAITING,400
1446,"Acme, Inc",WAITING,603
1447,"Umbrella, Inc",WAITING,409
1448,"Umbrella, Inc",WAITING,594
1449,"Acme, Inc",CANCELED,760
1450,"Umbrella, Inc",OK,838
1451,"Umbrella, Inc",OK,811
1452,"Acme, Inc",WAITING,396
1453,"Umbrella, Inc",OK,511
1454,"Umbrella, Inc",CANCELED,243
1455,"Acme, Inc",CANCELED,549
1456,"Acme, Inc",CANCELED,610
1457,"Acme, Inc",WAITING,526
1458,"Umbrella, Inc",WAITING,523
1459,"Umbrella, Inc",CANCELED,550
1460,"Acme, Inc",CANCELED,718
1461,"Umbrella, Inc",CANCELED,692
1462,"Acme, Inc",CANCELED,560
1463,"Umbrella, Inc",WAITING,894
1464,"Umbrella, Inc",OK,434
1465,"Umbrella, Inc",CANCELED,252
1466,"Umbrella, Inc",CANCELED,488
